,year,state,treatment,patient,cost,treatment_category
6955,2020,Others,level 5 musculoskeletal procedures,1326.0,213941.095899142,Other Diseases
6956,2020,Others,level 5 urology and related services,617.0,95251.769463574,Other Diseases
6957,2020,Others,level 6 musculoskeletal procedures,12.0,43890.533333333,Other Diseases
6958,2020,Others,level 6 urology and related services,68.0,53158.348421053,Other Diseases
6959,2020,Others,level 7 radiation therapy,18.0,25289.036363636,Other Diseases
6960,2020,Others,abdominal/peritoneal/biliary and related procedures,431.0,240004.74259092,Other Diseases
6961,2020,Others,cochlear implant procedure,30.0,209045.43578946998,Other Diseases
6962,2020,Others,complex gi procedures,125.0,102083.397020728,Other Diseases
6963,2020,Others,comprehensive observation services,5836.0,258591.49490920562,Other Diseases
6964,2020,Others,level 1 breast/lymphatic surgery and related procedures,319.0,232627.287521842,Other Diseases
6965,2020,Others,level 1 endovascular procedures,2442.0,345493.3265567519,Other Diseases
6966,2020,Others,level 1 icd and similar procedures,41.0,269623.647523806,Respiratory
6967,2020,Others,level 1 intraocular procedures,1555.0,32615.509103468,Other Diseases
6968,2020,Others,level 1 laparoscopy and related services,1266.0,481953.742356208,Other Diseases
6969,2020,Others,level 1 nerve procedures,854.0,159110.8637846488,Other Diseases
6970,2020,Others,level 2 breast/lymphatic surgery and related procedures,474.0,461567.23821646,Other Diseases
6971,2020,Others,level 2 electrophysiologic procedures,44.0,36951.768150538,Respiratory
6972,2020,Others,level 2 endovascular procedures,823.0,412462.640064854,Other Diseases
6973,2020,Others,level 2 excision/ biopsy/ incision and drainage,2871.0,146090.4933060617,Other Diseases
6974,2020,Others,level 2 icd and similar procedures,341.0,748414.108668851,Respiratory
6975,2020,Others,level 2 intraocular procedures,541.0,80086.4617552569,Other Diseases
6976,2020,Others,level 2 laparoscopy and related services,673.0,430640.712646796,Other Diseases
6977,2020,Others,level 2 musculoskeletal procedures,593.0,143534.6793893567,Other Diseases
6978,2020,Others,level 2 neurostimulator and related procedures,40.0,69387.006699751,Other Diseases
6979,2020,Others,level 2 pacemaker and similar procedures,169.0,175669.35645243898,Respiratory
6980,2020,Others,level 2 upper gi procedures,1392.0,136130.9287001682,Other Diseases
6981,2020,Others,level 2 vascular procedures,448.0,157763.5606616528,Other Diseases
6982,2020,Others,level 3 airway endoscopy,221.0,57649.5603755577,Other Diseases
6983,2020,Others,level 3 ent procedures,47.0,2569.2712857143,Other Diseases
6984,2020,Others,level 3 electrophysiologic procedures,527.0,551657.037702116,Respiratory
6985,2020,Others,level 3 endovascular procedures,1239.0,732896.159571111,Other Diseases
6986,2020,Others,level 3 excision/ biopsy/ incision and drainage,896.0,204717.4910237463,Other Diseases
6987,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",157.0,15942.2265216028,Other Diseases
6988,2020,Others,level 3 lower gi procedures,147.0,73422.277728496,Other Diseases
6989,2020,Others,level 3 musculoskeletal procedures,1283.0,322215.0891843358,Other Diseases
6990,2020,Others,level 3 neurostimulator and related procedures,57.0,195019.41212513702,Other Diseases
6991,2020,Others,level 3 pacemaker and similar procedures,736.0,481470.354102647,Respiratory
6992,2020,Others,level 3 upper gi procedures,184.0,101695.729501425,Other Diseases
6993,2020,Others,level 3 urology and related services,985.0,101981.2896936787,Other Diseases
6994,2020,Others,level 3 vascular procedures,1436.0,279025.5378731544,Other Diseases
6995,2020,Others,level 4 airway endoscopy,428.0,138104.291312862,Respiratory
6996,2020,Others,level 4 ent procedures,101.0,24938.0417986233,Other Diseases
6997,2020,Others,level 4 endovascular procedures,392.0,793371.077675459,Other Diseases
6998,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",42.0,21354.4220821117,Other Diseases
6999,2020,Others,level 4 gynecologic procedures,165.0,109442.55616977421,Other Diseases
7000,2020,Others,level 4 musculoskeletal procedures,2259.0,632113.544435491,Other Diseases
7001,2020,Others,level 4 neurostimulator and related procedures,59.0,162656.63924262,Other Diseases
7002,2020,Others,level 4 pacemaker and similar procedures,124.0,293937.085167018,Respiratory
7003,2020,Others,level 4 urology and related services,1154.0,302102.6192246111,Other Diseases
7004,2020,Others,level 4 vascular procedures,309.0,198360.863280621,Other Diseases
7005,2020,Others,level 5 airway endoscopy,137.0,143404.658907749,Respiratory
7006,2020,Others,level 5 ent procedures,360.0,177860.851817873,Other Diseases
7007,2020,Others,level 5 gynecologic procedures,91.0,40443.607327658996,Other Diseases
7008,2020,Others,level 5 musculoskeletal procedures,2461.0,1005030.450913511,Other Diseases
7009,2020,Others,level 5 urology and related services,1059.0,335766.4978693927,Other Diseases
7010,2020,Others,level 6 gynecologic procedures,29.0,31110.21862069,Other Diseases
7011,2020,Others,level 6 musculoskeletal procedures,12.0,64975.315833333,Other Diseases
7012,2020,Others,level 6 urology and related services,71.0,149259.396575756,Other Diseases
7013,2020,Others,level 7 radiation therapy,27.0,81966.09018797,Other Diseases
7014,2020,Others,level 7 urology and related services,35.0,126503.467397661,Other Diseases
7015,2020,Others,abdominal/peritoneal/biliary and related procedures,435.0,193084.67221253298,Other Diseases
7016,2020,Others,cochlear implant procedure,17.0,85222.307777778,Other Diseases
7017,2020,Others,complex gi procedures,90.0,41307.738571429,Other Diseases
7018,2020,Others,comprehensive observation services,6408.0,212700.195396844,Other Diseases
7019,2020,Others,implantation wireless pa pressure monitor,12.0,103395.31666667,Other Diseases
7020,2020,Others,level 1 breast/lymphatic surgery and related procedures,287.0,202091.110825398,Other Diseases
7021,2020,Others,level 1 endovascular procedures,1281.0,184672.249078241,Other Diseases
7022,2020,Others,level 1 icd and similar procedures,11.0,48139.950909091,Respiratory
7023,2020,Others,level 1 intraocular procedures,1356.0,43937.4386147868,Other Diseases
7024,2020,Others,level 1 laparoscopy and related services,975.0,364225.337616541,Other Diseases
7025,2020,Others,level 1 nerve procedures,707.0,76456.7571490399,Other Diseases
7026,2020,Others,level 2 breast/lymphatic surgery and related procedures,323.0,372687.499801001,Other Diseases
7027,2020,Others,level 2 endovascular procedures,466.0,265419.524402487,Other Diseases
7028,2020,Others,level 2 excision/ biopsy/ incision and drainage,1715.0,111296.1048591997,Other Diseases
7029,2020,Others,level 2 icd and similar procedures,82.0,333589.354929508,Respiratory
7030,2020,Others,level 2 intraocular procedures,192.0,52443.976028405,Other Diseases
7031,2020,Others,level 2 laparoscopy and related services,377.0,414835.456478065,Other Diseases
7032,2020,Others,level 2 musculoskeletal procedures,362.0,84210.800402554,Other Diseases
7033,2020,Others,level 2 neurostimulator and related procedures,51.0,57774.06300193,Other Diseases
7034,2020,Others,level 2 pacemaker and similar procedures,161.0,225063.580821866,Respiratory
7035,2020,Others,level 2 upper gi procedures,1683.0,131822.3614881946,Other Diseases
7036,2020,Others,level 2 vascular procedures,225.0,112575.7127591028,Other Diseases
7037,2020,Others,level 3 airway endoscopy,91.0,23167.0455853174,Other Diseases
7038,2020,Others,level 3 ent procedures,46.0,16535.336961538,Other Diseases
7039,2020,Others,level 3 electrophysiologic procedures,244.0,517968.949635523,Respiratory
7040,2020,Others,level 3 endovascular procedures,521.0,523584.16884765,Other Diseases
7041,2020,Others,level 3 excision/ biopsy/ incision and drainage,589.0,160482.3989034079,Other Diseases
7042,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",90.0,20309.8993702,Other Diseases
7043,2020,Others,level 3 lower gi procedures,174.0,76074.302977061,Other Diseases
7044,2020,Others,level 3 musculoskeletal procedures,548.0,212457.7817203964,Other Diseases
7045,2020,Others,level 3 neurostimulator and related procedures,21.0,40677.842173913,Other Diseases
7046,2020,Others,level 3 pacemaker and similar procedures,280.0,412564.239468428,Respiratory
7047,2020,Others,level 3 upper gi procedures,140.0,93759.125723982,Other Diseases
7048,2020,Others,level 3 urology and related services,1150.0,105822.8992910666,Other Diseases
7049,2020,Others,level 3 vascular procedures,1010.0,197619.5891990692,Other Diseases
7050,2020,Others,level 4 airway endoscopy,312.0,175767.24998849508,Respiratory
7051,2020,Others,level 4 ent procedures,74.0,53039.2365236958,Other Diseases
7052,2020,Others,level 4 endovascular procedures,121.0,250716.50728460398,Other Diseases
7053,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",18.0,16169.987777778,Other Diseases
7054,2020,Others,level 4 gynecologic procedures,249.0,130564.2880576669,Other Diseases
7055,2020,Others,level 4 musculoskeletal procedures,958.0,475637.108495292,Other Diseases
7056,2020,Others,level 4 neurostimulator and related procedures,104.0,453557.250092597,Other Diseases
7057,2020,Others,level 4 urology and related services,859.0,236675.309684974,Other Diseases
7058,2020,Others,level 4 vascular procedures,185.0,169414.895764813,Other Diseases
7059,2020,Others,level 5 airway endoscopy,58.0,71306.685934343,Respiratory
7060,2020,Others,level 5 ent procedures,197.0,105830.771133333,Other Diseases
7061,2020,Others,level 5 gynecologic procedures,81.0,127631.855595115,Other Diseases
7062,2020,Others,level 5 musculoskeletal procedures,1795.0,767286.445284514,Other Diseases
7063,2020,Others,level 5 urology and related services,858.0,339311.500173431,Other Diseases
7064,2020,Others,level 6 gynecologic procedures,21.0,47074.337272727,Other Diseases
7065,2020,Others,level 6 urology and related services,48.0,77770.58214285699,Other Diseases
7066,2020,Others,level 7 radiation therapy,22.0,42620.884347826,Other Diseases
7067,2020,Others,level 7 urology and related services,15.0,45686.004666667,Other Diseases
7068,2020,Others,abdominal/peritoneal/biliary and related procedures,2032.0,1077410.889747185,Other Diseases
7069,2020,Others,cochlear implant procedure,12.0,154474.755,Other Diseases
7070,2020,Others,complex gi procedures,374.0,460908.80821446,Other Diseases
7071,2020,Others,comprehensive observation services,29783.0,2283446.9724021303,Other Diseases
7072,2020,Others,level 1 breast/lymphatic surgery and related procedures,1048.0,741055.514290453,Other Diseases
7073,2020,Others,level 1 endovascular procedures,6916.0,1254737.8567989431,Other Diseases
7074,2020,Others,level 1 icd and similar procedures,163.0,1071721.851616403,Respiratory
7075,2020,Others,level 1 intraocular procedures,1962.0,451313.6995079959,Other Diseases
7076,2020,Others,level 1 laparoscopy and related services,3284.0,1759954.674575515,Other Diseases
7077,2020,Others,level 1 nerve procedures,1380.0,421545.5804966034,Other Diseases
7078,2020,Others,level 2 breast/lymphatic surgery and related procedures,905.0,1058906.552423927,Other Diseases
7079,2020,Others,level 2 electrophysiologic procedures,74.0,149425.816536012,Respiratory
7080,2020,Others,level 2 endovascular procedures,2223.0,1348349.836749963,Other Diseases
7081,2020,Others,level 2 excision/ biopsy/ incision and drainage,6672.0,683597.0783838442,Other Diseases
7082,2020,Others,level 2 icd and similar procedures,944.0,2635494.756594432,Respiratory
7083,2020,Others,level 2 intraocular procedures,947.0,388716.1583023241,Other Diseases
7084,2020,Others,level 2 laparoscopy and related services,1214.0,1529342.072475144,Other Diseases
7085,2020,Others,level 2 musculoskeletal procedures,1292.0,464868.4744534924,Other Diseases
7086,2020,Others,level 2 neurostimulator and related procedures,23.0,92832.70999999999,Other Diseases
7087,2020,Others,level 2 pacemaker and similar procedures,877.0,1048556.326335442,Respiratory
7088,2020,Others,level 2 upper gi procedures,2855.0,676529.5431280043,Other Diseases
7089,2020,Others,level 2 vascular procedures,1219.0,707255.0301525902,Other Diseases
7090,2020,Others,level 3 airway endoscopy,252.0,178305.2965582777,Other Diseases
7091,2020,Others,level 3 electrophysiologic procedures,1417.0,1762182.875623299,Respiratory
7092,2020,Others,level 3 endovascular procedures,3643.0,2598365.833957322,Other Diseases
7093,2020,Others,level 3 excision/ biopsy/ incision and drainage,1551.0,673303.6672335902,Other Diseases
7094,2020,Others,"level 3 extraocular, repair, and plastic eye procedures",193.0,65049.3047115844,Other Diseases
7095,2020,Others,level 3 lower gi procedures,523.0,355402.4732783235,Other Diseases
7096,2020,Others,level 3 musculoskeletal procedures,1936.0,1023151.1824818072,Other Diseases
7097,2020,Others,level 3 neurostimulator and related procedures,128.0,1013900.72255805,Other Diseases
7098,2020,Others,level 3 pacemaker and similar procedures,1571.0,1853709.3795308461,Respiratory
7099,2020,Others,level 3 upper gi procedures,501.0,472388.277798352,Other Diseases
7100,2020,Others,level 3 urology and related services,2591.0,717264.2309186093,Other Diseases
7101,2020,Others,level 3 vascular procedures,3534.0,1004441.9168751326,Other Diseases
7102,2020,Others,level 4 airway endoscopy,696.0,627928.314913089,Respiratory
7103,2020,Others,level 4 ent procedures,26.0,30520.995000000003,Other Diseases
7104,2020,Others,level 4 endovascular procedures,1111.0,2106808.805584457,Other Diseases
7105,2020,Others,"level 4 extraocular, repair, and plastic eye procedures",45.0,50621.68039394,Other Diseases
7106,2020,Others,level 4 gynecologic procedures,1031.0,569876.6444433305,Other Diseases
7107,2020,Others,level 4 musculoskeletal procedures,3019.0,1907476.154232859,Other Diseases
7108,2020,Others,level 4 neurostimulator and related procedures,76.0,419542.785691522,Other Diseases
7109,2020,Others,level 4 pacemaker and similar procedures,229.0,1035434.1283299429,Respiratory
7110,2020,Others,level 4 urology and related services,3452.0,946127.7509355211,Other Diseases
7111,2020,Others,level 4 vascular procedures,1304.0,1193201.854113106,Other Diseases
7112,2020,Others,level 5 airway endoscopy,163.0,444218.080253279,Respiratory
7113,2020,Others,level 5 ent procedures,429.0,400032.15066668997,Other Diseases
7114,2020,Others,level 5 gynecologic procedures,281.0,467820.20495777205,Other Diseases
